Biochemical oxygen demand (mg/l),Dissolved Oxygen mg/L,Temperature,pH,COD (chemical Oxygen Demand),Conductivity (uS/cm),Colour (TCU),Floride,Nitrate (mg/l),Potassium (mg/l),Total Organic Carban (mg/l),Chloride (mg/l),Total Suspended Solids,Turbidity (NTU),Potability
0.51,5.9,28,6.68,1.299314694,916.88,12.18,0.602896819,19.17,20.69,17.05118473,92.72,7.76,1.88,potable
4.06,5.3,21,7.19,2.617933519,1468.45,13.22,0.615185171,4.42,6.05,13.96173961,142.27,5.56,0.78,potable
3.66,6.7,25,7.66,0.611393971,866.08,2.55,0.625421484,23.68,43.51,11.78126502,182.87,12.16,4.08,potable
1.93,6.2,24,7.21,2.957787786,521.63,0.48,0.6012272,43.48,47.38,19.49539316,2.09,9.52,2.76,potable
4.53,5,25,6.91,1.126913693,585.8,13.12,0.605721204,31.72,34.35,12.57541689,244.84,9.04,2.52,potable
3.56,5,25,7.26,0.617642645,1033.08,13.53,0.73186683,1.16,49.95,11.83538218,124.2,4.86,0.43,potable
2.12,5.1,27,8.49,2.357386875,440.09,5.71,0.600659541,14.74,28.51,10.21362258,2.65,7.24,1.62,potable
4.25,4.5,28,7.24,2.083163844,517.15,13.66,0.700899945,21.87,37.1,13.74659793,210.36,7.58,1.79,potable
2.09,4.4,30,6.57,0.998685869,1209.7,5.15,0.629794102,25.84,0,12.48525699,181.53,10.98,3.49,potable
4.92,4.5,27,6.56,1.724835686,1493.02,4.93,0.718852134,3.31,1.87,20.63759873,189.25,11.28,3.64,potable
2.56,5.2,29,6.54,0.054936505,1087.41,10.75,0.635043045,4.1,10.11,14.35459508,143.3,12.54,4.27,potable
2.69,5.5,25,8.43,1.595674054,577.07,9.34,0.635554665,6.4,5.9,17.9981601,38.76,7.94,1.97,potable
1.32,5.6,25,7.45,2.845918113,1442.94,7.05,0.654970954,43.29,44.25,13.97733754,178.85,9.56,2.78,potable
1.52,6.4,30,6.75,2.310959524,1120.54,12.57,0.715121243,3.96,17.24,5.218232927,96.37,12.74,4.37,potable
3.34,6.8,28,6.88,0.296104017,520.82,3.68,0.701720012,39.02,45.8,16.54843839,247.11,7.42,1.71,potable
0.36,5.4,29,8.14,2.558634859,571.91,10.56,0.606437716,35.85,47.52,8.148929055,10.9,7.88,1.94,potable
1.41,7.9,28,7.23,1.005629152,1327.85,7.66,0.600123393,13.41,21.28,13.99610055,1.21,9.26,2.63,potable
1.24,6.2,29,8.16,2.746141661,544.59,9.52,0.681912273,23.43,45.48,14.00698323,226.66,5.3,0.65,potable
0.69,8.2,30,6.51,2.119815499,1440.17,1.92,0.638198065,12.91,32.86,16.06143978,51.03,12.54,4.27,potable
1.11,6.6,28,6.8,2.938005102,60.72,12.45,0.606244983,41.98,42.85,15.09409115,15.09,4.52,0.26,potable
4.92,7.9,27,8.48,1.690499228,1010.29,6.11,0.713814946,29.84,8.34,9.497937073,114.92,13.88,4.94,potable
0.31,9,28,7.36,2.35235962,1068.69,13.74,0.602320857,33.09,11.31,12.68372439,2.57,4.92,0.46,potable
0.01,9.6,26,7.7,1.351037288,799.89,1.07,0.628685101,41.72,29.89,14.29924187,125.41,9.04,2.52,potable
4.53,3.2,27,6.81,1.562227682,1282.41,6.71,0.668887414,11.82,37.75,14.59714452,154.49,9.6,2.8,potable
3.48,5.5,29,6.7,1.621631523,114.41,10.53,0.723674195,6.82,14.31,14.78634736,175.43,9.62,2.81,potable
3.83,5,28,7.13,2.001342464,585.33,2.08,0.80227363,29.49,7.73,16.19287015,206.44,5,0.5,potable
0.62,7,28,8.41,0.307727095,366.06,2.28,0.609356292,28.51,14.87,12.64517578,83.36,8.56,2.28,potable
0.27,7.2,25,8.34,1.612806662,1062.82,5.61,0.602458148,41.74,18.48,9.45647317,15.58,11.34,3.67,potable
4.71,6.6,28,6.67,2.927562921,158.69,11.62,0.648556021,1.53,32.71,15.66962824,152.78,4.06,0.03,potable
1.52,6.7,26,8.4,1.814313366,385.92,2.63,0.754477466,4.58,42.51,13.0436168,210.57,11.76,3.88,potable
1.45,6.1,31,7.59,2.724130699,625.99,8.4,0.631479858,39.11,49.93,9.31377068,99.57,8.6,2.3,potable
1.35,5.4,30,8.24,0.760920261,469.51,9.91,0.617719507,6.4,24.84,17.52681934,40.97,11.54,3.77,potable
1.53,5.8,28,6.67,0.75437811,1297.05,11.79,0.611662134,41.61,8.28,16.08623245,9.55,9.5,2.75,potable
0.85,7,27,6.58,0.990967689,1175.04,12.28,0.604081971,36.46,19.86,15.29270572,37.48,7.38,1.69,potable
2.03,4.8,27,6.66,2.178106322,467.29,2.27,0.702438387,20.4,44.24,16.57405983,122.85,12.96,4.48,potable
2.06,4.9,25,6.92,2.844850837,331.65,6.63,0.600210644,6.5,18.26,8.127542868,2.69,12.06,4.03,potable
3.76,6.4,26,7.5,0.83000733,943.03,3.24,0.716860359,13.91,34.01,20.78959171,179.04,8.1,2.05,potable
2.67,6.7,22,8.04,0.642583036,1406.19,13.61,0.739655364,38.63,33.32,13.76023094,110.87,7.32,1.66,potable
4.56,5.7,22,6.59,0.914334809,1124.52,5.85,0.611862106,22.31,22.28,15.84604761,201.6,9.7,2.85,potable
0.27,6.2,27,6.75,1.06670788,756.61,9.18,0.604376555,34.06,45.08,11.81323117,9.14,11.9,3.95,potable
1.68,4.8,29,6.98,0.23766583,1159.03,5.5,0.64361493,26.17,29.86,13.02213512,189.93,13.42,4.71,potable
2.4,6.2,21,7.51,0.652095259,1038.12,4.09,0.612931395,33.3,49.51,12.99726326,63.63,5.22,0.61,potable
4.12,4.2,23,7.17,2.590611976,1245.24,4.44,0.693601345,11.77,46.37,14.63243828,79.74,12.26,4.13,potable
2.74,6.8,29,6.53,0.259005641,1312.91,13.24,0.607414708,40.97,9.61,16.65011437,62.33,12.1,4.05,potable
4.2,6.5,28,6.59,1.364710889,369.65,13.36,0.68010655,20.26,43.29,14.94221731,81.14,7.9,1.95,potable
1.58,6.5,28,7.09,1.931392622,1082.98,6.04,0.635231455,25.5,14.82,11.30058731,74.01,8.6,2.3,potable
3.2,6.4,28,8.34,2.513085891,1022.47,1.44,0.631303237,1.95,5.04,11.42337702,91.67,12.68,4.34,potable
3.4,7.2,28,7.64,1.712746641,358.72,5.68,0.70468437,39.88,15.53,20.31461674,246.63,11.1,3.55,potable
1.32,7.2,27,7.41,0.748839406,1244.67,2.77,0.618483893,37.82,18.2,8.64249441,65.62,12.62,4.31,potable
4.63,7.4,28,6.74,2.124851795,1041.41,12.89,0.649170251,7.03,20.49,17.15196898,115.72,11.3,3.65,potable
4.32,7.2,27,7.95,2.966431332,1320.1,8.43,0.824371709,5.99,22.65,15.58190274,213.13,11.78,3.89,potable
4.57,7.4,27,7.42,0.481452441,282.18,2.7,0.603889556,40.19,22.19,15.66995529,71.3,5.36,0.68,potable
1.22,6.3,29,6.94,1.724270906,997.41,1.05,0.607279768,30.33,38.78,16.15496381,42.97,12.88,4.44,potable
1.26,6.4,29,6.82,2.166276728,179.88,2.89,0.666739547,36.59,5.32,12.3928694,189.04,7.68,1.84,potable
3.5,6.7,29,7.85,2.385001799,118.72,8.65,0.737601694,29.86,29.04,14.02860216,205.88,11.88,3.94,potable
1.47,6.6,26,7.8,0.930083575,872.59,4.93,0.634227412,0.85,26.34,17.66455498,137.96,9,2.5,potable
2.97,5.7,26,6.76,0.090587196,1333.06,7.41,0.624847631,24.35,16.77,13.3078238,31.41,4.1,0.05,potable
3.53,6.4,26,6.82,2.939457011,1071.8,9.87,0.683163898,8.15,21.19,15.15381695,195.81,11.98,3.99,potable
4.13,6.6,26,7.31,1.872094208,483.71,0.68,0.649905457,32.47,40.58,17.86553321,159.92,7.32,1.66,potable
4.7,6.2,26,8.4,1.209173652,459.72,4.69,0.625104366,18.33,9.08,17.12586347,143.54,10.52,3.26,potable
0.13,5.5,27,8.18,1.276642339,252.31,9.62,0.617877995,3.03,39.41,13.2658526,212.62,13.24,4.62,potable
2.51,7.5,27,7.6,0.783816941,484.1,4.9,0.613037699,34.7,22.84,17.95000056,50.78,5.32,0.66,potable
3.69,6.7,26,7.63,2.901573409,439.49,0.56,0.79801876,5.39,19.55,15.23864173,190.25,12.36,4.18,potable
4.8,6.9,27,7.75,1.135768353,870.5,5.33,0.704224155,21.9,24.65,10.90547626,171.31,6.56,1.28,potable
0.61,6.8,27,6.61,1.965180955,181.61,5.43,0.639973627,26.14,24.16,8.412402057,136.56,5.52,0.76,potable
2.69,7.4,27,8,2.973848458,769.51,8.58,0.651715458,38.07,33.77,11.30924507,103,7.08,1.54,potable
1.05,7.2,29,7.77,2.397981329,442.93,3.51,0.609783064,27.31,17.62,12.37627228,139.29,6.76,1.38,potable
4.56,6.8,27,8.35,0.361401766,68.1,9.98,0.602188177,12.33,15.97,11.00959203,56.98,12.42,4.21,potable
0.94,0.8,26,8.19,2.68416263,161.93,7.44,0.651814047,32.13,42.36,16.70192017,94.29,6.92,1.46,potable
1.64,7.1,27,7.09,2.19143266,788.23,6.9,0.689135863,25.26,25,11.28338664,121.13,5.44,0.72,potable
4.94,5.9,29,7.08,0.823752953,387.64,2.28,0.619559125,26.68,0.24,13.30939096,231.22,5.92,0.96,potable
3.51,5.1,28,7.7,0.997821509,1267.49,5.97,0.614666978,0.56,8.43,10.74214585,164.09,10.54,3.27,potable
2.98,6.7,28,6.77,1.295226227,1100.52,3.92,0.807693323,17.82,22.61,19.21837404,157.38,12.48,4.24,potable
1.25,5.8,28,7.89,0.26576222,1134.62,2.86,0.679782856,32.77,15.14,9.809669142,67.54,8.06,2.03,potable
3.84,6.4,30,7.44,0.889221771,1067.69,12.34,0.609527561,22.94,1.85,12.31249282,101.82,4.78,0.39,potable
3.94,6.6,27,8,1.612795746,656.07,0.99,0.640197636,30.85,2.44,10.00814598,171.17,7.78,1.89,potable
1.61,5.4,27,8.02,1.976919397,1434.19,3.03,0.625725428,26.78,15.98,10.81167299,161.08,4.92,0.46,potable
1.13,6.7,27,7.35,0.782139067,796.72,10.79,0.61036755,2.34,17.26,15.9318794,23.35,9.68,2.84,potable
3.24,6.4,28,7.45,1.462470022,36.25,0.33,0.61436761,33,46.65,11.31600157,37.04,11.82,3.91,potable
3.88,6.3,28,8.2,1.263947073,942.84,9.15,0.723476692,24.24,35.79,15.35242482,214.72,5.4,0.7,potable
0.49,6.2,27,7.32,2.319048213,389.72,5.52,0.600207985,13.08,42.29,16.14825846,1.94,13.68,4.84,potable
0.32,6.9,31,6.73,0.478130645,307.97,2.26,0.608187921,25.93,45.98,13.68083772,8.25,12.12,4.06,potable
4.08,6.8,30,7.14,1.791122856,261.63,12.08,0.611070631,28.05,3.84,11.98396088,149.72,11.6,3.8,potable
3.6,6.6,28,8.08,2.64019938,631.22,5.3,0.804011758,6.01,10.13,12.76414071,246.55,11.02,3.51,potable
0.06,7,27,7.38,1.046869963,1304.36,6.9,0.654782738,26.71,33.23,12.4935102,107.04,13.78,4.89,potable
3.5,7.5,28,7.7,2.64562712,142.73,11.96,0.744226509,1.01,38.7,15.07245018,117.3,12.32,4.16,potable
4.68,7.4,28,7.02,1.422997079,644.74,0.97,0.783147416,43.86,8.58,18.78167888,226.55,10.66,3.33,potable
2.77,2.8,27,7.13,2.339320577,1144.81,8.48,0.646970263,2.44,19.74,10.85191677,45.19,8.42,2.21,potable
1.04,6.2,27,8.33,2.945490472,252.91,11.38,0.649532985,40.37,41.35,13.62132497,135.82,8.56,2.28,potable
4.62,7.9,25,6.57,2.646202604,1075.59,4.53,0.601574401,9.3,19.52,13.21648859,94.09,8.72,2.36,potable
4.99,8.1,28,7.47,1.049430965,915.29,13.23,0.640653336,30.61,15.32,16.58907204,44.46,4.78,0.39,potable
1.24,7.2,28,6.66,1.092889471,371.42,0.73,0.649924319,15.74,46.98,17.40726104,234.97,8.92,2.46,potable
1.56,6.7,28,7.57,2.57020765,784.14,13.9,0.607141894,36.59,40.95,15.55358847,111.11,11.62,3.81,potable
1.61,7,28,8.18,2.455548861,372.09,1.03,0.627145606,24.23,34.71,13.61755978,221.51,7.86,1.93,potable
1.83,7.5,27,6.89,2.951555073,773.25,10.61,0.600683462,6.74,12.59,11.0588185,32.31,9.32,2.66,potable
4.62,6.8,29,8.39,0.76683778,1238.03,3.23,0.631942505,36.66,8.11,12.29376979,194.68,5.86,0.93,potable
1.83,6.8,27,6.79,1.631853771,1138.7,4.82,0.605130462,1.09,14.51,17.96873601,5.25,9.36,2.68,potable
0.13,7.8,27,7.82,2.412348505,924.67,14.38,0.70431199,14.15,3.19,9.386798894,91.46,8.98,2.49,potable
0.34,7.2,27,6.92,2.985371213,141.69,13.93,0.641330155,16.15,40.23,10.28528265,154.35,6.08,1.04,potable
3.94,7.4,26,6.59,0.378102941,453.54,13.71,0.804289364,10.09,15.68,9.025661104,231.48,5.12,0.56,potable
0.83,7.6,27,6.85,1.358183716,1475.22,12.76,0.619929253,43.18,21.54,18.52710477,28.44,12.4,4.2,potable
2.05,6.8,29,7.78,0.364210818,352.86,12.96,0.774306221,17.25,42.11,15.91891223,156.22,7.7,1.85,potable
0.5,7.3,29,8.47,1.153030153,742.83,4.76,0.706400038,26.33,19.03,18.70365696,97.15,10.72,3.36,potable
0.64,6.9,28,8.29,2.813513212,1326.14,6.83,0.66648629,21.57,9.59,13.31442174,130.19,12.9,4.45,potable
4.37,7,32,8.18,1.656278644,14.82,3.76,0.672289725,42.54,3.49,12.57442047,176.08,9.94,2.97,potable
3.94,7.9,32,7.16,1.401437983,1458.66,0.91,0.627717009,37.37,9.69,14.65080895,51,4.84,0.42,potable
4.37,3.9,28,7.18,0.22969215,1384.49,13.43,0.614433517,37.62,2.22,14.39551852,40.12,4.64,0.32,potable
0.94,4.9,26,7.2,2.843189214,1453.78,6.34,0.602984981,14.98,32.51,11.04745568,11.65,4.42,0.21,potable
2.78,7.4,26,8.11,1.367842875,863.75,3.96,0.628315071,28.5,11.19,7.122391113,46.9,13.5,4.75,potable
0.89,6.1,25,6.92,0.727158076,277.52,12.33,0.646811657,34.7,20.48,15.35394973,68.99,10.08,3.04,potable
0.28,4.9,27,6.93,1.948757365,339.45,10.04,0.798284337,3.91,29.45,14.52338912,173.67,10.5,3.25,potable
3.11,4.5,28,7.28,2.4858559,1081.12,5.09,0.684506885,2.79,33.51,14.27710289,215.01,7.38,1.69,potable
0.17,6.7,28,7.69,1.35922857,749.06,7.15,0.600212651,16.17,20.21,12.86141736,1.46,9.92,2.96,potable
3.13,6.3,27,7.38,1.491043019,218.6,0.98,0.601956733,37.36,36.72,18.8387354,114.09,10.54,3.27,potable
2.33,6.4,26,8.09,0.031150266,568.09,8.22,0.61238427,42.25,22.1,18.9385279,171.74,8.02,2.01,potable
1.17,6.5,28,7.86,0.416324864,73.86,5.7,0.62333559,2.43,21.37,12.70446004,30.72,6.26,1.13,potable
4.58,6.4,27,8.13,0.687683401,1010.5,0.08,0.6232224,44.58,2.03,20.68097473,131.63,8.82,2.41,potable
2.03,6.3,26,6.67,0.379156247,213.66,0.47,0.611896552,28.61,8.63,13.40814649,202.43,6.32,1.16,potable
3.61,6.2,29,6.55,0.764386211,573.55,14.99,0.621743431,7.01,34.44,13.40673745,90.45,12.98,4.49,potable
4.06,6,31,8.49,2.851262664,795.52,12.31,0.601639123,0.67,48.7,11.02690948,34.5,7.34,1.67,potable
3.34,5.9,30,6.91,0.599749589,403.45,14.3,0.681233426,5.96,46.49,9.696477803,116.29,10.98,3.49,potable
1.59,5.9,23,8.24,1.509590443,804.65,10.96,0.627129986,24.33,3.61,19.33914307,28.22,9.52,2.76,potable
0.74,6.5,24,7.21,0.085980287,168.99,13.28,0.62225742,33.89,18.82,15.74191083,41.96,4.94,0.47,potable
4.57,6.6,23,6.94,1.729719129,1311.22,1.45,0.63288942,11.05,42.7,7.360771583,90.48,5.72,0.86,potable
4.24,1,30,8.29,2.652802346,945.93,12.01,0.635895313,36.7,5.28,16.18354243,88.78,6,1,potable
3.87,5.6,30,7.66,1.662958302,497.81,13.18,0.858793177,31.45,39.63,15.43828677,225.59,14,5,potable
2.99,6.7,21,7.61,1.54403522,1230.02,0.48,0.826095995,34.55,5.84,6.30605546,196.24,7.72,1.86,potable
3.07,6.5,21,7.2,2.495405019,722.08,3.97,0.722587274,13.92,46.29,14.39160618,142.7,5.34,0.67,potable
3.06,7.3,20,7.2,2.613624584,1174.93,12.18,0.680386181,16.21,12.92,12.24948915,125.89,9.28,2.64,potable
4.33,7.7,20,8.2,1.049579075,478.18,5.21,0.621405681,19.35,47.33,12.76254632,22.47,4.56,0.28,potable
1.73,6.2,21,7.94,0.924532909,252.82,11.57,0.67228406,20.39,36.82,10.75484155,239.4,10.72,3.36,potable
2.25,6.4,21,7.19,0.940516561,1351.45,11.44,0.648627839,10.14,5.8,15.85679712,200.89,11.9,3.95,potable
3.2,6.4,20,7.86,2.262626398,732.57,7.47,0.664809466,5.13,21.44,18.69872993,171.13,11.98,3.99,potable
3.27,7,21,8.28,2.543961191,1019,1.22,0.682672291,35.91,27.66,12.32733519,199.72,7.36,1.68,potable
4.28,3.6,21,7.1,2.890441455,129.83,8.71,0.620045386,38.04,37.29,9.650786456,50.24,5.32,0.66,potable
1.61,3.7,21,8.21,1.487430681,471.19,14.42,0.652381234,11.46,18.91,4.473092264,121.73,11.24,3.62,potable
4.1,7.1,25,7.81,2.599248972,146.11,2.98,0.647113194,21.24,9.75,12.21941068,110.01,6.5,1.25,potable
3.04,7.1,31,7.13,2.520511907,346.44,13.97,0.621113055,38.02,24.51,13.5569112,229.62,13.7,4.85,potable
1.37,5.8,21,8.02,0.749267828,1244.64,13.37,0.665179138,0.45,27.57,15.70689398,88.7,4.66,0.33,potable
3.97,8.4,27,7.52,0.781814415,70.69,1.61,0.678798055,7.01,48.86,13.25447539,189.89,4.44,0.22,potable
4.56,8.1,26,6.73,1.787592612,667.31,12.26,0.707049957,6.84,30.24,17.65879359,246.91,10.2,3.1,potable
2.85,6.1,27,6.91,1.224001558,230.25,13.35,0.692420808,4.7,19.5,12.09216676,160.17,10.56,3.28,potable
2.35,8,28,8.48,0.658558356,204.85,1.21,0.663074828,40.55,1.23,17.20160787,156.58,13.98,4.99,potable
2,5.4,26,8.19,0.114346367,791.97,4.8,0.623013196,15.13,0.4,16.62195941,89.75,9.58,2.79,potable
1.36,7,29,6.68,0.682019193,965.92,13.49,0.789349957,20.98,32.07,19.24955045,207.38,7.88,1.94,potable
4.82,5.2,28,7.13,0.142644755,695.34,13.29,0.604236128,41.87,6.67,16.54386888,29.76,12.02,4.01,potable
0.64,4.7,30,7.31,0.010422068,641.18,6.45,0.660574104,43.4,28.05,12.84182829,91.68,6.64,1.32,potable
2.54,5.4,27,8.12,0.371587697,90.06,3.09,0.611700044,12.8,45.12,16.78714533,194.97,7.62,1.81,potable
3.43,6.9,28,7.45,2.954424894,33.49,0.75,0.693702968,30.68,18.39,13.83929651,159.8,4.42,0.21,potable
0.79,7.102,26,7.71,2.142099343,959.14,14.37,0.883197643,37.07,13.72,14.01914892,211.23,9.22,2.61,potable
3.7,3.487,26,6.55,1.354609408,731.66,9.98,0.620210385,24.43,48.6,19.6409225,192.13,6.5,1.25,potable
4.11,5.35,25,7.11,2.611867495,416.91,12.51,0.607650287,40.75,7.19,17.40892171,80.15,10.58,3.29,potable
3.98,7.05,25,6.75,1.281918777,1344.13,3.12,0.600744749,19.27,12.45,13.08908602,28.2,5.74,0.87,potable
3.68,6.5,28,8,1.266469939,302.33,3.92,0.854858948,26.38,39.31,18.33085625,203.41,12.64,4.32,potable
2.04,5.6,28,8.14,0.112085262,492.58,2.58,0.629067075,13.64,18.32,12.46504348,75.2,8.68,2.34,potable
1.4,6.055,25,6.52,1.433084141,1054.37,10.54,0.625195466,12.21,6.55,14.39304637,84.42,5.4,0.7,potable
3.6,7.93,27,6.97,0.382766127,578.42,8.29,0.619237032,8.14,44.71,12.0659628,24.18,7.56,1.78,potable
0.64,4.9,28,8.4,2.19958229,891.9,0.78,0.606861182,11.54,17.61,5.051694615,11.24,10.16,3.08,potable
2.56,6.625,29,7.24,0.111916285,316.45,0.81,0.714212844,22.17,10.88,8.863614187,227.56,12.86,4.43,potable
0.19,5.175,28,7.86,0.849059923,679.12,11.41,0.604742488,14.26,10.24,16.07111983,19.28,7.74,1.87,potable
2.53,6.4,30,7.13,0.526040276,576.94,12.16,0.762687242,42.43,34.26,13.88135748,234.87,8.54,2.27,potable
2.66,6.2,26,7.23,0.078514703,32.15,8.4,0.651249114,13.86,3.56,18.14856179,248.61,7.22,1.61,potable
3.44,7.4,27,6.53,0.76432666,621.17,9.56,0.611483702,0.46,32.12,14.53115476,10.25,12.5,4.25,potable
2.27,7.6,27,7.49,2.44295285,870.69,0.63,0.641975516,14.48,33.28,14.79395985,111.68,10.02,3.01,potable
4.15,7.35,27,7.44,2.611033332,28.25,8.08,0.741548999,8.92,46.71,7.96047754,125.17,11.7,3.85,potable
1.75,7.675,30,8.34,2.476596709,722.51,11.02,0.61147371,22.49,14.01,15.3294379,58.4,10.04,3.02,potable
3.55,7.125,29,6.79,2.706243823,764.54,3.03,0.607435306,5.84,17.35,18.69391504,36.73,6.02,1.01,potable
0.32,7,29,6.65,1.34749743,983.87,9.14,0.714874657,15.97,21.76,15.25279421,102.83,13.5,4.75,potable
1.79,6.543,29,6.56,2.790961577,801.06,4.8,0.647412373,17.26,37.74,13.02743928,69.5,5.46,0.73,potable
0.09,6.7,27,7.16,1.35605157,1143.5,2.1,0.718893101,34.17,23.84,17.22914943,127.33,8.24,2.12,potable
4.33,7.1,28,7.13,1.846034872,1410.11,4.07,0.627654742,30.21,46.51,14.39583877,207.39,6,1,potable
2.24,6.333,28,6.81,2.570914729,1050.5,3.96,0.754348168,29.09,14.42,13.78298874,177.31,7.42,1.71,potable
3.23,6.471,28,7.15,2.395296836,113.77,11.3,0.671419512,35.73,20.79,15.23112896,100.71,4.44,0.22,potable
1.4,6.371,29,7.68,2.252098525,893.92,10.26,0.660075134,21.73,2.05,6.478625964,113.44,4.12,0.06,potable
3.67,6.7,28,7.06,1.617688168,160.63,0.28,0.76132822,10.53,32.23,15.28065324,132.97,5.64,0.82,potable
2.11,6.2,26,7.47,2.34542935,300.41,9.02,0.617848774,29.7,13.76,19.87360427,80.48,12.96,4.48,potable
2.57,7.286,27,8.31,0.300535519,933.64,7.7,0.618628866,21.61,35.57,15.37377985,50.39,6.38,1.19,potable
0.96,6.525,28,6.75,1.004936722,553.98,14.79,0.672957258,29.6,11.77,7.168607177,189.68,12.62,4.31,potable
1.04,6.917,28,8.23,2.054331543,663.23,4.2,0.605355065,34.84,38.07,13.50127057,97.22,4.14,0.07,potable
2.99,6.8,25,6.58,0.003841484,1322.73,13.09,0.709857939,28.48,42.23,8.027568475,179.15,10.52,3.26,potable
0.7,7.075,25,7.8,2.296964166,1049.55,7.96,0.762128616,34.1,35.5,19.67070272,147.77,6.86,1.43,potable
1.34,7.013,22,8.44,0.16716066,434.79,4.49,0.629590352,37.56,24.36,7.73310927,90.98,12.6,4.3,potable
0.02,6.787,28,6.84,2.49465638,108.4,9.88,0.602425825,33.47,48.6,20.2120884,181.86,6.2,1.1,potable
1.91,4.1,27,7.1,1.17763577,51.29,14.66,0.615803535,35.57,27.45,18.51158554,83.52,5.02,0.51,potable
3.54,6.9,28,7.97,2.371212189,642.37,9.11,0.64153244,6.05,34.33,16.21767979,219.11,4.26,0.13,potable
4.53,6.867,28,7.22,2.149779283,1254.2,13.1,0.603421965,34.35,30.42,16.21496565,9.61,4.98,0.49,potable
2.22,6.467,28,6.84,0.033340541,1028.96,3.53,0.609413508,19.51,12.23,10.6829209,144.33,8.96,2.48,potable
3.72,6.667,29,8.22,0.992648636,529.42,4.96,0.755219685,35.13,27.62,8.597973316,247.1,7.74,1.87,potable
1.63,6.967,28,6.51,1.522451175,1294.07,12.95,0.7312353,7.68,13.07,19.31253635,187.48,13.3,4.65,potable
2.38,6.733,29,7.07,1.314312687,391.44,3.23,0.742350858,3.03,22.95,14.64270908,123.65,6.32,1.16,potable
3.47,6.714,28,7.07,0.463049737,205.84,13.75,0.653792006,12.24,44.56,12.09525149,72.12,5.1,0.55,potable
1.7,6.733,26,6.89,0.015827911,153.33,0.53,0.611844552,26.92,45.24,21.30504837,101.92,5.54,0.77,potable
2.04,7.233,26,6.83,0.620645349,321.26,1.25,0.628286432,8.06,15.51,13.88332895,135.09,5.82,0.91,potable
0.77,6.233,26,7.81,2.737356211,705.61,13.91,0.725743071,17.09,1.25,10.88002787,188.38,9.68,2.84,potable
4.49,6.867,26,6.85,1.173894853,878.1,2.55,0.648799542,10.15,45.33,16.42773933,52.27,9.9,2.95,potable
2.6,6.433,26,7.84,1.898737813,821.19,10.93,0.875708413,3,30.78,14.97900007,234.49,4.54,0.27,potable
1.78,7.033,26,8.14,1.458972745,776.21,1.61,0.612154601,30,35.35,9.812921149,38.13,11.14,3.57,potable
2.88,6.633,26,7.43,0.962790774,55.64,1.12,0.615671064,15.76,3.72,12.6246132,32.3,12.8,4.4,potable
1.68,6.833,26,6.96,0.251956031,592.85,2.8,0.627961847,30.74,31.68,13.74428378,26.51,10.76,3.38,potable
1.69,6.333,28,8.33,0.580515502,963.1,5.67,0.62935022,32.68,4.8,18.78051983,122.55,9.58,2.79,potable
1.62,7.033,27,7.33,2.096705418,530.12,7.99,0.629739009,23.26,43.27,16.06273897,123.03,7.06,1.53,potable
1.5,7,29,7.07,1.501081138,570.49,9.65,0.609267956,15.03,19.74,14.54546513,59.54,7.58,1.79,potable
0.43,3.5,28,7.95,0.399788041,646.02,11.78,0.612161967,32.68,46.76,9.57860245,33.35,8.9,2.45,potable
4.31,6.243,28,6.51,2.161196892,742.87,13.96,0.673052823,22.86,4.08,12.52012614,74.91,12.76,4.38,potable
4.59,6.9,27,7.8,0.523350665,399.28,8.34,0.613874142,35.29,49.79,16.38119482,71.49,9.1,2.55,potable
2.9,7.8,28,7.18,2.775911321,843.18,11.31,0.615134239,37.85,44.28,14.39874024,55.98,11.28,3.64,potable
3.19,7.3,28,6.67,2.296217383,1475.91,1.33,0.628475079,41.05,29.87,14.24768198,239.94,8.68,2.34,potable
4.26,7.95,28,7.52,0.153979204,288.26,4.03,0.669077016,21.34,2.66,8.280181032,153.15,9.96,2.98,potable
1.12,5.8,28,8.04,0.566761768,795.1,5.55,0.626698454,32.44,31.03,11.89570044,74.09,7.84,1.92,potable
1.38,6.975,29,7,1.969315534,1323.94,14.29,0.623279486,6.73,0.13,10.3274762,147.42,6.16,1.08,potable
0.08,5.35,28,7.38,0.677621337,477.76,10.41,0.769197373,10.88,16.25,16.07344923,223.99,10.18,3.09,potable
5,7.525,30,6.99,2.219281245,788.36,10.17,0.693568333,24.52,6.92,13.99513554,237.08,7.78,1.89,potable
1.93,7.15,28,6.57,0.354995088,1166.87,11.43,0.606418974,15.11,37.75,15.17836842,86.91,9.44,2.72,potable
3.09,4.325,30,8.3,0.825257964,763.49,13.4,0.678547365,17.72,12.41,15.16317891,228.02,12.3,4.15,potable
2.84,6.925,32,7.91,1.417433054,1081.56,11.65,0.770345299,36.05,46.95,14.40755462,190,7.28,1.64,potable
2.27,6.825,29,7.47,2.056475246,972.59,14.9,0.688700883,3.53,30.49,11.78338316,179.46,8.38,2.19,potable
0.59,6.7,26,7.74,1.463574285,1444.1,11.45,0.602196501,25.57,41.59,21.46949128,2.27,4.84,0.42,potable
4.63,6.75,28,6.67,1.934863507,844.63,11.7,0.636026255,40.11,15.01,18.92897905,223.02,9.8,2.9,potable
4.74,5.87,29,7.21,0.037199599,1255.69,5.64,0.651486528,37.88,34.69,15.46998024,90,8.46,2.23,potable
1.08,6.033,32,7.28,2.915906302,301.36,12,0.696566402,19.05,20.21,11.66532921,204.8,9.92,2.96,potable
